July,2016,Donegal,50,                  -  ,                  -  ,18,                  -  ,1,402,71,1,                  -  ,1,35,9,1,                  -  ,44,1,                  -  ,                  -  ,1,                  -  ,                  -  ,"12,872",                  -  ,                  -  ,4,                  -  ,                  -  ,                  -  ,                  -  ,203,                  -  ,                  -  ,36,6,3,333,2,2,153,12,11,                 -  ,2,                 -  ,                 -  ,28,1,66,                 -  ,1,1,146,                 -  ,115,1,                 -  ,2,1,                 -  ,2,4,1,23,30,19,                 -  
August,2016,Donegal,                 -  ,                 -  ,"1,178",15,                 -  ,                 -  ,4,1,                 -  ,334,56,                 -  ,                 -  ,1,1,23,3,1,1,                 -  ,66,14,22,                 -  ,                 -  ,5,5,1,51,                 -  ,                 -  ,16,              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,2016,Donegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,2016,Donegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,2016,Donegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,2016,Donegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,2014,Galway,37,4,4,426,5,5,55,7,12,10,1,34,,,234,12,1,,,,1,,,29,41,33,,,,"4,555",35,2,,5,,594,81,1,,9,63,72,14,1,3,,620,33,8,,4,9,8,,3,26,50,126,832,33,93,129,,2,"23,855",,51
February,2014,Galway,41,4,4,485,6,5,67,8,14,9,1,36,1,,222,12,,,,,1,,,29,49,35,,,,"4,709",36,2,,5,,598,80,,,8,62,68,15,1,2,,604,35,10,,5,10,8,,5,27,47,134,807,31,88,127,,3,"24,507",,60
March,2014,Galway,44,4,4,555,6,5,79,9,17,10,1,37,1,,217,12,,,,,1,,,31,61,39,,,,"4,981",37,2,,5,,640,79,,,8,56,66,16,1,3,,595,32,11,,5,12,7,,8,23,44,141,753,28,76,123,,4,"24,107",,70
April,2014,Galway,51,4,4,619,6,5,88,9,18,12,1,37,1,,220,12,,,,,1,,,37,70,42,,,,"5,232",35,2,,5,,680,81,,,8,51,67,16,1,3,,592,33,10,,5,13,7,,8,21,43,153,718,26,73,126,,4,"24,443",,74
May,2014,Galway,51,5,4,670,9,5,102,10,18,12,1,35,1,,210,12,,            -  ,            -  ,,1,1,,38,73,44,,,,"5,314",36,2,            -  ,4,,692,82,,,8,48,66,14,1,3,2,591,33,11,,6,13,6,,11,20,43,155,685,23,69,124,,4,"24,727",,81
June,2014,Galway,54,5,4,730,10,5,119,12,18,12,1,36,1,            -  ,219,11,,            -  ,            -  ,,3,1,,44,81,45,,,,"5,341",37,2,            -  ,4,,700,82,,,8,41,65,14,1,3,2,594,32,12,,6,14,6,,11,20,41,154,659,2,23,66,125,,4,"25,317",
July,2014,Galway,80,56,6,5,785,12,5,127,15,20,6,1,12,1,,214,8,,,,,3,1,,45,88,50,,,,"5,348",37,2,,4,,696,84,,,8,38,60,15,1,3,2,592,31,8,,6,12,7,,11,18,34,84,555,22,54,122,,4,"26,104",
August,2014,Galway,72,58,6,5,822,12,5,136,15,20,7,1,13,1,          -  ,210,11,,,          -  ,,3,1,,49,90,53,,,,"5,408",37,2,          -  ,4,,709,86,,,8,35,60,16,1,3,2,602,31,8,,6,13,7,,12,18,34,89,530,21,51,124,,5,"26,230",
September,2014,Galway,78,58,6,5,923,12,17,154,15,20,40,1,102,1,,219,71,            -  ,            -  ,            -  ,,2,1,,60,113,64,1,,            -  ,"5,666",38,9,,4,            -  ,750,80,,1,8,29,60,16,1,3,2,620,32,20,,6,14,7,,53,20,40,498,575,20,59,135,            -  ,39,"26,971",            -  
October,2014,Galway,313,58,6,6,943,12,5,163,18,20,51,1,104,1,,228,69,,,,,4,2,,63,120,67,,,,"5,875",41,9,,4,,773,80,,1,8,28,55,18,1,4,2,627,35,16,,6,13,5,,4,54,18,42,498,553,20,54,1,3,136,
November,2014,Galway,39,"27,534",,321,1,,58,6,5,979,12,5,173,18,20,57,2,105,1,,,229,67,,,,,,4,2,,67,125,69,,,,"5,933",39,10,,5,,791,79,,1,8,25,54,16,1,4,3,634,39,16,,6,13,6,,12,58,16,42,526
December,2014,Galway,526,20,52,6,1,1,141,,38,"27,721",,370,1,,62,6,5,"1,076",13,7,194,22,22,55,2,108,1,,,227,,71,,,,,,3,4,,77,139,73,,,,"6,084",38,8,,4,,,799,76,,2,8,22,52,15,1,4,3,608,36,18
January,2014,Galway,,4,13,5,,39,56,13,35,531,448,16,47,22,1,2,,150,1,,36,"27,751",,438,,1,,63,5,4,"1,116",13,7,202,24,22,54,2,114,1,,,219,,73,,,,,,3,4,,82,148,75,,,,"6,222",38,9,,4,,,810
February,2015,Galway,74,415,,2,8,21,56,15,1,3,3,603,37,18,,3,13,5,,43,58,11,33,533,429,15,43,28,2,2,,149,1,,35,"27,895",,470,,1,,61,5,4,"1,210",13,7,221,28,25,51,2,111,1,,,206,,75,,,,,1,4,4,
March,2015,Galway,93,170,84,,,,"6,354",36,9,,3,,,825,75,37,1,2,8,21,55,17,1,3,3,599,40,17,,3,13,6,,62,,60,10,23,521,296,13,32,37,5,2,,146,1,,32,"28,452",,536,,1,,64,5,5,"1,276",14,7,236,31,27,45,2
April,2015,Galway,114,1,,,203,,74,,,,1,1,4,4,,97,174,87,,,,"6,417",34,9,,2,1,,855,78,440,1,2,8,22,55,16,1,3,4,600,45,15,,2,12,7,,85,,59,5,23,512,227,8,25,43,13,2,,141,1,,,29,"28,565"
May,2015,Galway,,593,,1,,66,6,5,"1,292",14,7,246,33,27,46,2,113,1,,,201,,75,,,,1,1,5,4,,97,183,88,,,,"6,442",39,9,,2,2,,854,77,282,31,1,2,7,21,55,17,1,3,4,598,46,15,,2,13,8,,98,
June,2015,Galway,56,5,22,506,206,8,20,50,14,2,,125,1,,,29,,"28,729",,621,,1,,66,6,5,"1,323",14,7,256,33,29,47,3,115,1,,,199,1,76,,,,1,1,5,5,,100,196,92,,,,"6,514",39,9,,2,3,,873,77,1,2,6
July,2015,Galway,19,56,16,1,3,4,620,46,15,,2,14,8,,110,,58,5,22,523,190,8,19,61,15,2,,120,2,,,33,1,,"29,688",,667,,1,,65,5,5,"1,346",14,7,268,33,28,45,3,117,1,,,205,1,77,,,,2,1,6,5,,104
August,2015,Galway,199,95,1,,,"6,527",39,6,,2,3,,890,77,1,2,6,18,58,16,1,3,4,625,46,14,,4,14,8,,121,,59,5,20,518,167,8,15,63,16,2,,124,2,,,33,1,,"29,715",,,695,,1,,177,18,23,"2,255",47,14,245,59,58
September,2015,Galway,143,13,272,10,9,1,522,8,138,9,1,47,12,2,20,10,                  -  ,233,171,258,2,                  -  ,                  -  ,"16,410",108,11,28,37,92,                  -  ,"2,573",309,3,2,9,142,82,"2,648",183,93,6,"5,017",76,85,1,4,71,53,9,"1,007",                  -  ,158,13,53,"2,350",688,32,84,637,13,24,2,229,8,                  -  ,1,20
October,2015,Galway,                  -  ,                  -  ,"113,983",1,13,"3,544",                  -  ,                  -  ,173,15,25,"2,268",47,15,243,61,60,149,12,270,10,9,1,510,8,133,8,1,47,11,2,19,9,                  -  ,235,173,265,2,                  -  ,                  -  ,"16,374",109,11,30,36,112,                  -  ,"2,607",317,3,2,9,147,77,"2,636",185,98,9,"5,068",74,85,1,5,72,49,9,"1,109"
November,2015,Galway,                  -  ,160,13,51,"2,374",674,31,80,695,14,25,2,235,8,                  -  ,1,19,                  -  ,                  -  ,"114,661",1,16,"3,674",                  -  ,                  -  ,170,14,24,"2,276",46,15,252,60,59,147,11,267,10,9,1,495,9,136,8,1,47,11,2,19,10,              -  ,231,175,266,1,              -  ,              -  ,"16,189",107,11,33,34,135,              -  ,"2,579",315,3
December,2015,Galway,2,7,151,75,"2,590",182,95,9,"5,000",76,81,1,5,72,47,10,"1,207",              -  ,157,12,49,"2,404",654,28,79,749,14,26,2,233,9,              -  ,1,19,              -  ,              -  ,"114,171",1,16,"3,814",              -  ,              -  ,166,14,22,"2,288",47,16,253,59,58,150,11,264,10,9,1,488,9,138,8,1,50,9,2,20,10
January,2016,Galway,                 -  ,241,175,260,                 -  ,                 -  ,                 -  ,"16,103",107,11,33,33,153,                 -  ,"2,577",320,3,2,7,150,70,"2,569",183,94,9,"4,973",73,78,1,5,74,48,11,"1,312",                 -  ,158,12,46,"2,378",637,25,74,806,16,26,2,239,9,                 -  ,1,19,                 -  ,                 -  ,"114,640",1,16,"3,867",                 -  ,                 -  ,168,14,22,"2,294",46,16,257,60
February,2016,Galway,62,3,                 -  ,6,                 -  ,155,12,274,9,9,2,487,10,141,8,1,52,9,2,20,11,                 -  ,242,172,262,                 -  ,                 -  ,                 -  ,"16,096",106,10,32,34,171,                 -  ,"2,601",326,3,3,6,149,72,"2,567",184,97,9,"4,951",76,78,1,5,75,47,11,"1,396",                 -  ,156,11,45,"2,386",614,23,70,860,20,28,2
March,2016,Galway,234,9,                 -  ,1,19,                 -  ,                 -  ,"115,781",1,1,                 -  ,                 -  ,16,                 -  ,"3,982",                 -  ,                 -  ,174,15,20,"2,271",47,16,258,58,61,6,1,7,              -  ,154,12,280,9,8,2,478,10,147,9,1,51,9,2,19,9,              -  ,247,171,263,              -  ,              -  ,              -  ,"15,990",107,10,33,33,191,              -  ,"2,589",325,3,3,6,147,70
April,2016,Galway,"2,547",180,95,9,"4,889",77,76,1,6,72,45,11,"1,504",              -  ,1,153,11,46,"2,411",592,21,69,              -  ,899,22,31,2,233,9,              -  ,1,19,              -  ,              -  ,########,              -  ,1,              -  ,              -  ,17,              -  ,"4,082",              -  ,              -  ,178,15,20,"2,230",46,15,268,56,62,8,1,8,1,151,12,281,9,8,2,466,10,148,10
May,2016,Galway,1,50,9,1,19,10,                 -  ,260,244,166,                 -  ,                 -  ,                 -  ,"15,715",106,10,32,29,196,                 -  ,"2,561",322,3,6,69,144,"2,496",177,3,93,9,"4,824",79,78,1,6,71,42,12,"1,581",                 -  ,1,152,11,45,"2,429",580,21,69,                 -  ,932,25,33,2,233,9,                 -  ,1,16,                 -  ,                 -  ,"112,364",                 -  ,                 -  ,1,                 -  ,                 -  
June,2016,Galway,17,                 -  ,"4,134",                 -  ,                 -  ,179,15,22,"2,183",47,12,265,57,61,12,1,11,1,153,12,277,9,8,2,456,11,147,8,1,50,9,1,19,10,              -  ,264,251,161,              -  ,              -  ,              -  ,"15,574",105,10,31,28,198,              -  ,"2,537",313,3,7,69,141,"2,466",176,4,91,9,"4,812",78,77,1,8,72,41,13
July,2016,Galway,"1,664",              -  ,1,148,11,42,"2,449",561,21,68,              -  ,984,31,34,3,236,9,              -  ,1,16,              -  ,              -  ,########,              -  ,              -  ,2,              -  ,              -  ,19,              -  ,"4,170",              -  ,              -  ,178,14,20,"2,115",43,11,265,56,60,14,1,15,1,151,12,274,8,8,2,450,11,144,8,1,48,9,1,19,11,1,255,254,152,                 -  
August,2016,Galway,                 -  ,                 -  ,"15,350",100,9,31,28,198,              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,2016,Galway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,2016,Galway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,2016,Galway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,2016,Galway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,2014,Kerry,28,9,8,162,1,,27,2,2,3,,5,,,282,1,,,,1,,1,,19,26,11,,,,"1,670",20,,1,,,314,24,,,,9,23,7,,2,,138,21,5,,4,11,9,1,4,16,25,15,491,25,53,14,,2,"14,327",,12
February,2014,Kerry,29,9,9,177,1,,30,2,2,3,,5,,,283,1,,,,1,,1,,20,29,14,,,,"1,686",21,,1,,,326,25,,,,9,22,7,,2,,134,23,5,,4,11,7,1,4,15,25,16,444,23,52,15,,1,"14,443",,12
March,2014,Kerry,30,11,10,193,1,,31,2,2,3,,6,,,279,1,,,,1,,1,,21,37,17,,,,"1,786",20,,1,,,320,27,,,,10,22,9,,2,,131,25,6,,4,11,7,1,4,15,24,16,411,22,50,18,,1,"14,435",,11
April,2014,Kerry,31,12,10,213,1,,36,4,2,3,            -  ,5,,,272,2,,,,1,,1,,22,39,19,,,,"1,820",21,,1,,,322,26,,,,11,20,9,1,2,,126,24,5,,3,11,7,1,4,14,21,19,386,20,47,18,,1,"14,639",,12
May,2014,Kerry,33,12,11,220,1,,36,4,2,3,            -  ,5,,,275,2,,            -  ,            -  ,1,1,1,,23,43,19,,,,"1,813",20,,1,,,321,26,,,            -  ,12,21,8,1,2,,124,23,5,,2,12,4,1,4,14,19,20,370,20,45,18,,1,"14,827",,14
June,2014,Kerry,33,14,12,228,1,,38,4,2,3,            -  ,6,,            -  ,276,2,,            -  ,            -  ,1,1,1,,23,44,20,,,,"1,809",21,,1,,,327,23,,,,13,21,8,1,2,,120,24,5,,2,12,5,1,4,12,19,21,340,12,16,39,20,,1,"14,946",
July,2014,Kerry,14,35,15,12,240,1,,40,4,2,3,,4,,,270,2,,,,1,1,1,,24,44,20,,,,"1,776",20,,1,,,324,23,,,,12,24,9,1,2,,109,23,4,,2,12,5,1,4,12,17,15,311,12,34,17,,2,"14,851",
August,2014,Kerry,14,36,15,12,244,1,,40,4,2,3,        -  ,5,,        -  ,261,2,,,        -  ,1,1,1,,26,45,20,,,,"1,787",22,,1,,,319,22,,,,12,23,9,1,2,,107,22,4,,3,11,5,1,4,12,17,15,305,11,34,16,,2,"14,847",
September,2014,Kerry,14,36,15,12,262,1,1,44,4,2,17,            -  ,33,,,272,18,            -  ,            -  ,            -  ,1,            -  ,1,,28,52,25,            -  ,,            -  ,"1,820",21,1,1,1,            -  ,321,21,,,            -  ,12,22,9,1,2,,110,22,12,,3,11,6,1,23,17,18,135,334,17,39,17,            -  ,22,"15,064",            -  
October,2014,Kerry,78,36,15,12,268,1,,44,4,2,19,,36,,,258,17,,,,1,1,1,,30,52,25,,,,"1,825",24,1,1,1,,321,22,,,,12,21,8,1,2,,113,21,15,,1,11,6,1,2,22,15,18,133,319,18,35,,,20,
November,2014,Kerry,24,"15,178",,82,,,38,15,13,274,1,,45,4,2,19,,34,,,,264,18,,,,,1,1,1,,31,52,26,,,,"1,837",23,1,1,1,,317,21,,,,12,21,11,1,2,,114,20,15,,1,10,6,1,5,21,15,17,134
December,2014,Kerry,295,18,34,,,,21,,26,"15,126",,87,,,39,16,12,293,1,,53,4,3,19,,37,,,,259,,19,,,1,,1,1,1,,33,54,28,,,,"1,838",22,1,1,1,,,299,20,,,,12,17,11,1,2,,116,21,12
January,2014,Kerry,,1,9,4,1,15,20,13,12,132,247,15,23,2,,,,20,,,25,"14,904",,106,,,,40,16,11,299,1,,58,4,3,19,,37,,,,260,,19,,,1,,1,1,1,,34,54,28,,,,"1,876",21,1,1,1,,,300
February,2015,Kerry,20,22,,,1,12,16,12,1,2,,116,21,12,,1,8,3,1,21,19,13,12,133,234,14,21,4,1,,,21,,,24,"15,037",,116,,,,36,16,9,315,1,,62,4,4,20,,37,,,,252,,18,,,1,,1,2,1,
March,2015,Kerry,35,58,29,,,,"1,880",21,1,1,1,,,282,18,72,,,2,11,17,13,1,2,,109,21,14,,1,6,3,1,32,,19,13,9,137,186,8,13,6,2,,,23,,,27,"14,943",,135,,,,38,16,10,336,2,,65,5,4,17,
April,2015,Kerry,38,,,,251,,21,,,1,,1,2,1,,36,61,31,,,,"1,882",21,1,1,,,,285,16,87,,,4,11,20,12,1,2,,113,22,15,,1,6,3,1,37,,19,11,8,142,159,8,10,8,3,1,,26,,,,29,"15,220"
May,2015,Kerry,,144,,,,39,15,10,341,2,,71,5,5,17,,36,,,,245,,20,,,1,,1,2,1,,39,61,31,,,,"1,881",21,1,1,,,,284,16,187,19,,,4,11,19,12,1,2,,113,21,16,,1,4,3,1,45,
June,2015,Kerry,19,12,8,146,156,8,11,8,3,1,,26,,,,30,,"15,124",,150,,,,40,14,11,339,2,,74,5,5,17,,38,,,,241,,20,,,1,,1,2,1,,43,64,33,,,,"1,913",23,1,,,,,291,17,,,4
July,2015,Kerry,11,21,13,1,1,,113,21,16,,1,4,3,1,56,,19,12,7,153,152,8,10,10,3,2,,30,,,,35,,,"15,540",,163,,,,43,14,11,335,2,,76,5,4,17,,39,,,,240,,20,,,1,,1,2,1,,47
August,2015,Kerry,64,34,,,,"1,934",27,2,,,,,287,17,,,4,11,20,13,1,1,,111,20,17,,1,4,3,1,66,,17,9,7,161,146,8,10,12,3,2,,30,,,,43,,,"15,579",,,175,,,,65,5,5,"1,349",14,5,269,33,27
September,2015,Kerry,44,3,114,1,1,                  -  ,205,1,79,                  -  ,                  -  ,                  -  ,2,1,6,5,                  -  ,204,97,105,1,                  -  ,                  -  ,"6,473",38,6,                  -  ,2,4,                  -  ,895,80,1,1,2,17,6,61,16,3,4,629,47,14,                  -  ,4,14,8,                  -  ,131,                  -  ,59,5,19,520,148,8,13,67,17,2,                  -  ,125,2,                  -  ,                  -  ,35
October,2015,Kerry,1,                  -  ,"29,452",                  -  ,                  -  ,711,                  -  ,1,65,5,5,"1,357",14,5,273,33,29,44,3,114,1,1,                  -  ,210,1,80,                  -  ,                  -  ,                  -  ,2,1,7,5,                  -  ,202,101,107,1,                  -  ,                  -  ,"6,505",37,7,                  -  ,2,6,                  -  ,904,81,1,1,2,18,5,59,17,3,4,643,47,15,                  -  ,4,13,9,                  -  ,139
November,2015,Kerry,                  -  ,60,4,16,526,132,8,12,71,18,2,                  -  ,128,2,                  -  ,                  -  ,36,1,                  -  ,"29,563",                  -  ,                  -  ,716,                  -  ,1,64,6,5,"1,360",15,5,279,34,28,46,4,116,1,1,            -  ,213,1,84,            -  ,            -  ,            -  ,2,1,7,5,            -  ,202,100,111,1,            -  ,            -  ,"6,521",36,7,            -  ,2,6,            -  ,910,84,1
December,2015,Kerry,1,2,18,5,55,18,3,4,639,46,15,            -  ,4,13,9,            -  ,148,            -  ,59,3,15,543,125,7,10,77,21,2,            -  ,129,2,            -  ,            -  ,36,1,            -  ,"29,409",            -  ,            -  ,726,            -  ,1,62,6,5,"1,372",14,5,281,37,27,43,4,117,1,1,                 -  ,226,1,86,                 -  ,                 -  ,                 -  ,2,1,7,6
January,2016,Kerry,                 -  ,203,100,114,1,                 -  ,                 -  ,"6,545",37,6,                 -  ,2,7,                 -  ,912,85,1,1,2,19,4,57,19,3,4,631,45,14,                 -  ,5,12,10,                 -  ,152,                 -  ,60,3,14,533,111,7,10,79,21,2,                 -  ,128,2,                 -  ,                 -  ,37,1,                 -  ,"29,425",                 -  ,                 -  ,734,                 -  ,1,64,6,5,"1,381",13,5,285,37
February,2016,Kerry,27,                 -  ,                 -  ,                 -  ,                 -  ,42,4,120,1,1,                 -  ,230,1,89,                 -  ,                 -  ,                 -  ,2,1,7,7,                 -  ,207,99,123,1,                 -  ,                 -  ,"6,680",36,6,                 -  ,2,10,                 -  ,934,95,1,1,2,20,4,60,19,3,4,631,46,14,                 -  ,5,11,10,                 -  ,169,                 -  ,60,2,14,532,104,7,10,89,20,2,                 -  
March,2016,Kerry,132,2,                 -  ,                 -  ,38,1,                 -  ,"29,643",                 -  ,                 -  ,1,                 -  ,                 -  ,                 -  ,763,                 -  ,1,67,6,3,"1,391",12,5,290,36,27,1,            -  ,1,            -  ,41,3,112,1,1,            -  ,237,1,87,            -  ,            -  ,1,2,1,7,8,1,213,96,128,1,            -  ,            -  ,"6,732",34,6,            -  ,3,10,            -  ,951,115,1,1,2,21,4
April,2016,Kerry,60,19,3,5,628,45,14,            -  ,8,11,10,            -  ,180,            -  ,            -  ,58,1,14,533,100,7,10,            -  ,91,21,2,            -  ,136,2,            -  ,            -  ,39,1,            -  ,"29,690",            -  ,            -  ,1,            -  ,            -  ,            -  ,783,            -  ,1,66,6,3,"1,399",12,4,292,35,26,1,2,1,                 -  ,39,3,113,1,1,                 -  ,241,1,85,                 -  
May,2016,Kerry,                 -  ,2,3,1,7,9,1,129,210,96,1,                 -  ,                 -  ,"6,715",34,6,                 -  ,3,10,                 -  ,957,117,1,2,3,21,60,19,                 -  ,3,5,619,47,16,                 -  ,11,12,10,                 -  ,193,                 -  ,                 -  ,56,1,14,530,97,7,8,                 -  ,97,23,2,                 -  ,140,2,                 -  ,                 -  ,38,1,                 -  ,"29,229",                 -  ,1,2,1,                 -  
June,2016,Kerry,                 -  ,                 -  ,791,                 -  ,1,68,6,3,"1,390",12,3,305,37,27,3,4,3,            -  ,39,3,116,1,1,            -  ,244,1,89,            -  ,            -  ,2,3,1,8,9,1,126,209,93,1,            -  ,            -  ,"6,750",34,7,            -  ,3,10,            -  ,959,119,1,2,4,19,63,19,            -  ,3,6,618,48,15,            -  ,12,12,10,            -  
July,2016,Kerry,205,            -  ,            -  ,56,1,14,535,93,7,7,           ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,2016,Kerry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,2016,Kerry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,2016,Kerry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,2016,Kerry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,2016,Kerry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,2014,Killdare,37,5,3,201,3,2,16,10,15,8,8,19,,1,200,6,,7,1,1,6,3,,20,22,5,,,,"3,980",15,,1,3,,472,53,,,7,9,150,14,,9,,517,19,1,1,1,6,8,2,5,16,32,111,529,10,42,43,1,,"30,598",,40
February,2014,Killdare,41,5,3,231,3,2,19,10,15,8,7,20,,1,198,6,,7,1,1,6,3,,20,24,5,,,,"4,015",15,,1,4,,489,52,,,7,9,148,14,,9,,522,18,1,1,1,6,7,2,7,16,31,113,507,10,40,40,1,,"30,508",,43
March,2014,Killdare,43,5,3,268,3,2,23,11,16,8,6,18,,1,195,6,,5,1,1,7,3,,24,26,7,,,,"4,103",17,,1,4,,498,50,,,7,9,141,14,,10,,524,17,1,1,1,6,7,2,7,16,30,112,450,10,38,39,1,,"29,803",,45
April,2014,Killdare,46,5,3,293,3,2,26,11,20,7,7,18,,1,196,6,,5,1,1,7,3,,27,27,9,,,,"4,178",15,,1,4,,512,50,,,6,9,140,15,,10,,522,17,1,1,1,6,6,2,7,15,29,114,420,10,36,40,1,,"30,184",,48
May,2014,Killdare,46,5,3,312,3,2,31,11,20,7,7,18,,1,195,6,,5,1,1,7,3,,32,30,10,,,,"4,159",15,,1,4,,512,49,,,6,8,139,14,,10,,531,17,,1,1,6,7,2,9,13,29,115,402,10,35,37,1,            -  ,"29,730",,49
June,2014,Killdare,48,5,3,328,5,2,34,12,21,7,6,19,,1,196,6,,5,1,1,7,3,,34,31,10,,,,"4,137",14,,1,4,,514,47,,,6,8,141,14,,10,,541,15,,,1,6,7,2,9,13,27,117,381,1,10,32,38,1,,"29,461",
July,2014,Killdare,51,50,5,3,350,4,2,33,13,21,4,3,8,,1,185,1,,4,1,1,7,3,,36,31,11,,,,"4,031",14,,1,2,,507,43,1,,5,7,133,13,,10,,527,16,,,1,6,7,2,8,13,23,56,311,10,30,35,,,"28,593",
August,2014,Killdare,37,51,5,3,361,6,2,37,13,23,4,3,10,,1,183,1,,4,1,1,7,3,,41,34,12,,,,"4,017",16,,1,2,,510,44,1,,5,7,135,12,,11,,523,17,,,1,6,7,2,8,13,24,62,301,9,30,34,,,"28,619",
September,2014,Killdare,43,52,5,3,391,8,9,40,14,24,21,4,52,,1,189,43,            -  ,4,1,1,2,3,,45,38,15,1,,            -  ,"4,056",15,2,1,2,            -  ,522,43,1,,6,7,135,13,,11,,535,20,4,,1,5,7,2,31,16,26,362,297,11,31,38,            -  ,6,"29,192",            -  
October,2014,Killdare,208,53,5,3,398,7,3,41,14,25,25,4,53,,1,192,46,,7,2,1,8,4,,46,38,15,,,,"4,061",13,2,1,2,,534,43,1,,6,8,141,15,,11,,551,19,5,,1,6,7,2,1,31,15,26,376,289,11,31,,2,40,
November,2014,Killdare,5,"29,370",,238,,,53,5,3,411,7,3,41,14,25,25,4,51,,1,,190,47,,,8,2,1,8,4,,46,39,17,,,,"4,048",10,2,1,2,,536,42,1,,7,7,143,15,,11,,556,19,5,,,5,7,2,9,31,15,26,394
December,2014,Killdare,275,12,31,11,,,39,2,5,"29,497",,267,,,50,4,3,445,7,3,43,15,28,24,4,50,,1,1,184,,52,,,7,2,1,8,4,,50,42,18,,,,"3,991",11,2,,3,,,527,45,1,,6,12,134,15,1,12,,530,18,5
January,2014,Killdare,,,5,7,2,39,34,12,20,390,237,10,29,30,,1,,39,3,1,4,"29,347",,360,,,,51,4,3,457,8,3,46,16,28,26,3,53,,1,1,183,,52,,,7,2,1,8,4,,50,44,18,,,,"4,036",12,2,,3,,,529
February,2015,Killdare,44,46,1,,6,14,130,15,1,12,,534,19,5,,,5,7,2,48,35,12,19,380,229,10,27,39,,1,,41,4,1,4,"29,587",,364,,,,50,3,2,479,8,3,55,18,30,26,2,50,,1,1,180,,45,,,6,2,1,8,4,
March,2015,Killdare,52,45,20,,,,"3,926",13,1,,3,3,,522,43,60,1,,5,17,132,15,1,12,,510,19,4,,1,5,6,4,71,,32,7,13,381,188,9,21,62,,2,,46,4,1,5,"28,928",,441,,,,48,2,2,500,8,3,60,21,31,23,2
April,2015,Killdare,48,,1,1,183,,43,,,6,3,1,8,4,,52,47,20,,,,"3,951",13,,,3,8,,528,46,107,1,,5,17,134,11,1,12,,507,19,4,,1,5,6,4,98,,34,5,12,383,153,7,14,78,,2,,44,5,1,,5,"28,983"
May,2015,Killdare,,483,,,,47,2,2,508,8,2,62,21,31,23,2,48,,1,1,178,,43,,,7,3,1,8,4,,55,49,19,,,,"3,917",12,,,3,10,,532,48,149,101,1,,5,17,130,10,1,12,,502,19,4,,1,5,6,4,109,
June,2015,Killdare,34,5,11,381,147,6,13,83,,2,,44,5,1,,5,,"28,592",,511,,,,47,2,2,516,9,2,65,19,31,24,1,48,,1,1,175,,44,,,8,3,1,7,4,,60,50,19,,,,"3,927",12,,,3,11,,546,48,1,,5
July,2015,Killdare,18,128,10,1,12,,507,20,4,,1,5,6,4,126,,35,5,10,401,140,6,12,94,,2,,46,5,1,,5,,,"29,174",,557,,,,47,2,3,520,8,2,65,18,28,25,1,51,,1,1,169,,43,,,8,2,1,6,3,,61
August,2015,Killdare,50,18,,,,"3,904",13,,,3,11,,546,48,1,,7,17,124,10,1,12,,506,19,3,,1,4,6,4,139,,33,5,10,416,139,6,11,100,1,2,,45,5,2,,5,,,"28,930",,,592,,,,42,14,11,328,2,                  -  ,74,6,3
