May,2016,Meath,                 -  ,3,2,                 -  ,2,4,                 -  ,42,24,22,                 -  ,                 -  ,                 -  ,"1,898",19,3,                 -  ,                 -  ,1,                 -  ,234,14,                 -  ,                 -  ,4,7,36,5,                 -  ,1,                 -  ,125,13,5,                 -  ,1,                 -  ,3,                 -  ,72,                 -  ,                 -  ,14,                 -  ,4,117,58,2,4,                 -  ,60,19,2,                 -  ,41,1,                 -  ,                 -  ,2,                 -  ,1,"12,725",                 -  ,                 -  ,                 -  ,                 -  ,1
June,2016,Meath,1,                 -  ,209,                 -  ,                 -  ,23,9,2,274,11,2,44,11,7,1,1,1,3,10,                  -  ,52,                  -  ,                  -  ,                  -  ,158,2,38,                  -  ,                  -  ,3,2,                  -  ,2,4,                  -  ,43,25,23,                  -  ,                  -  ,                  -  ,"1,883",19,4,                  -  ,                  -  ,1,                  -  ,236,14,                  -  ,                  -  ,4,6,34,5,                  -  ,1,                  -  ,124,13,5,                  -  ,1,                  -  ,3,                  -  
July,2016,Meath,73,                  -  ,                  -  ,15,                  -  ,4,116,56,2,4,                  -  ,60,18,2,                  -  ,41,1,                  -  ,                  -  ,1,                  -  ,1,"12,654",                  -  ,                  -  ,1,                  -  ,1,1,                  -  ,211,                  -  ,                  -  ,25,9,2,276,11,2,46,11,6,2,1,1,3,10,                 -  ,48,                 -  ,                 -  ,                 -  ,160,2,35,                 -  ,,,,,,,,,,,
August,2016,Meath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,2016,Meath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,2016,Meath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,2016,Meath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,2016,Meath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,2014,Monaghan,12,,1,68,1,,8,4,5,1,10,9,,,68,3,,,,2,,5,,12,8,4,,,,591,10,,,,,95,35,,10,2,5,14,2,,1,,74,14,,,1,2,1,,,2,6,31,119,7,7,6,,,"5,185",,1
February,2014,Monaghan,12,,1,71,1,,8,4,6,1,8,10,,,70,5,,,,2,,5,,13,8,4,,,,594,9,,,,,95,38,,10,2,5,14,2,,1,,78,14,1,,1,3,1,,,2,6,32,114,6,7,7,,,"5,144",,2
March,2014,Monaghan,6,2,2,164,6,1,41,3,9,4,,15,,1,82,5,2,2,2,,1,,,26,31,10,,,,"1,296",7,,,,,251,13,,,,3,26,1,,1,,116,20,1,,,6,5,,7,12,18,36,243,8,22,20,,,"7,813",,30
April,2014,Monaghan,8,2,2,181,6,1,46,4,9,4,            -  ,16,,,83,3,2,2,2,,1,1,,27,40,13,,,,"1,318",7,,,,,251,14,,,,3,24,1,,1,,112,20,1,,,6,6,,8,11,17,40,237,7,21,22,,,"8,056",,33
May,2014,Monaghan,8,2,2,189,7,1,49,4,9,4,            -  ,16,,,84,3,2,2,2,,1,1,,27,43,14,,,,"1,315",6,,            -  ,,,249,14,,,            -  ,2,23,2,,1,,111,21,1,,,6,5,,8,11,16,40,231,7,21,20,,            -  ,"8,287",,31
June,2014,Monaghan,8,2,3,201,8,1,53,7,9,4,            -  ,16,,            -  ,86,3,2,2,2,,1,1,,29,45,14,,,,"1,323",6,,            -  ,,,251,14,,,,2,23,2,,1,,108,20,1,,,6,4,,8,11,14,40,224,,7,21,20,,,"8,306",
July,2014,Monaghan,31,8,2,3,211,9,1,55,7,9,2,,14,,,82,4,1,2,2,,1,1,,30,47,14,,,,"1,304",6,1,,,,245,12,,,,2,22,2,,1,,106,20,1,,,7,5,,8,10,12,36,202,6,20,20,,,"8,248",
August,2014,Monaghan,35,8,2,3,218,9,1,56,7,11,2,           -  ,14,,           -  ,81,4,1,2,2,,1,1,,30,47,14,,,,"1,299",7,1,           -  ,,,244,12,,,,1,22,2,,2,,107,20,1,,,8,5,,9,10,11,37,193,4,20,20,,,"8,232",
September,2014,Monaghan,37,8,2,3,235,9,10,61,7,11,8,            -  ,41,,,82,27,1,2,3,,            -  ,1,,35,52,14,            -  ,,            -  ,"1,326",7,3,,1,            -  ,255,12,,,            -  ,2,22,2,,2,,113,22,3,,,9,6,,40,11,13,208,192,3,20,19,1,2,"8,418",            -  
October,2014,Monaghan,168,8,2,3,249,11,2,65,7,14,9,,43,,,85,27,2,2,3,,1,1,,38,54,18,,,,"1,348",7,2,,1,,261,11,,,,2,21,2,,3,,111,20,3,,,9,6,,3,43,9,14,215,192,4,19,,1,18,1
November,2014,Monaghan,2,"8,471",,184,,,8,2,3,258,11,2,66,9,17,9,,43,,,,85,27,2,,2,3,,1,1,,39,56,19,,,,"1,370",6,2,,1,,257,11,,,,2,20,3,,3,,111,18,4,,,9,6,,7,42,8,14,214
December,2014,Monaghan,187,3,17,4,,,17,1,2,"8,437",,191,,,10,3,3,273,11,3,67,12,21,9,,39,,,,79,,26,2,,1,3,,1,1,,43,59,20,,,,"1,365",7,2,,1,,,242,10,,,,2,19,3,,2,,106,17,5
January,2014,Monaghan,,,8,6,,17,45,6,14,216,150,3,14,19,,,,13,1,,2,"8,253",,215,,,,10,3,3,284,11,4,70,12,22,11,,40,,,,80,,25,2,,1,3,,1,1,,44,60,20,,,,"1,394",8,1,,1,,,238
February,2015,Monaghan,10,112,,,,2,18,3,,2,,104,17,6,,,8,6,,23,47,5,12,214,144,3,12,27,,,,13,1,,2,"8,216",,241,,,,10,2,3,315,12,4,76,12,24,11,,44,,,,80,,25,2,,1,3,,2,1,
March,2015,Monaghan,55,61,21,,,,"1,400",8,,,1,,,232,7,13,,,,1,19,4,,2,,102,16,5,,,7,7,,35,,46,4,12,218,120,2,9,43,,,,13,1,,2,"8,174",,276,,,,11,2,3,329,12,4,78,12,26,11,
April,2015,Monaghan,42,,,,77,,24,2,,1,3,,2,1,,66,62,21,,,,"1,399",8,,,1,,,230,8,132,,,,2,20,5,,3,,97,13,5,,,8,6,,45,,44,4,11,208,88,,7,54,4,,,11,1,,,2,"8,037"
May,2015,Monaghan,,296,,,,9,2,3,338,12,6,80,11,27,11,,44,,,,77,,26,2,,1,3,,2,1,,66,61,20,,,,"1,395",8,,,1,,,223,9,97,15,,,,2,20,4,,3,,98,13,5,,,8,6,,48,
June,2015,Monaghan,45,4,11,209,81,,7,58,4,,,10,1,,,2,,"7,978",,303,,,,10,2,3,340,12,6,81,13,29,13,,47,,,,76,,26,2,,1,3,,2,1,,68,65,21,,,,"1,410",8,,,1,,,229,9,,,
July,2015,Monaghan,2,20,4,,3,,102,13,5,,,8,5,,57,,45,4,12,210,76,,6,68,6,1,,10,1,,,2,,,"8,138",,330,,,,11,2,3,347,12,6,87,13,30,13,,45,,,,75,,28,2,,1,3,,3,1,,68
August,2015,Monaghan,64,21,,,,"1,408",8,,,1,,,234,7,,,,2,19,4,,3,,101,14,5,,,8,5,,68,,43,3,12,206,70,,6,77,7,1,,10,1,,,2,,,"8,125",,,341,,,,37,6,2,400,18,2,48,14,13
September,2015,Monaghan,23,12,35,1,1,                  -  ,187,                  -  ,26,7,                  -  ,8,2,1,6,4,                  -  ,37,19,29,                  -  ,                  -  ,                  -  ,"3,406",16,1,1,4,7,                  -  ,318,50,                  -  ,1,                  -  ,13,4,146,19,4,                  -  ,382,32,5,6,                  -  ,8,7,1,95,                  -  ,26,3,7,275,109,1,6,74,1,                  -  ,                  -  ,44,                  -  ,1,                  -  ,3
October,2015,Monaghan,                  -  ,                  -  ,"21,997",                  -  ,1,355,                  -  ,                  -  ,37,6,3,401,20,3,48,14,14,23,13,37,1,1,                  -  ,188,                  -  ,28,7,                  -  ,8,2,1,6,4,                  -  ,37,18,31,                  -  ,                  -  ,                  -  ,"3,389",16,1,1,6,9,                  -  ,322,53,                  -  ,1,                  -  ,14,4,145,19,5,                  -  ,379,32,6,6,                  -  ,8,7,1,100
November,2015,Monaghan,                  -  ,27,3,7,277,105,1,6,80,1,                  -  ,                  -  ,44,                  -  ,1,                  -  ,3,                  -  ,                  -  ,"22,345",                  -  ,1,374,                  -  ,                  -  ,37,6,3,403,19,3,50,14,14,22,13,42,1,1,           -  ,188,           -  ,31,7,           -  ,8,2,1,6,4,           -  ,37,18,31,           -  ,           -  ,           -  ,"3,362",16,1,1,6,9,           -  ,324,55,           -  
December,2015,Monaghan,1,           -  ,15,3,148,19,5,           -  ,381,32,6,4,           -  ,8,6,1,108,           -  ,27,2,6,281,103,1,5,81,2,           -  ,           -  ,44,           -  ,1,           -  ,3,           -  ,           -  ,"22,232",           -  ,1,385,           -  ,           -  ,38,6,3,408,19,2,52,14,14,22,13,46,1,1,                 -  ,184,                 -  ,31,7,                 -  ,7,2,1,6,3
January,2016,Monaghan,                 -  ,38,19,32,                 -  ,                 -  ,                 -  ,"3,312",13,                 -  ,1,6,9,                 -  ,327,54,                 -  ,1,                 -  ,14,3,148,19,5,                 -  ,376,30,5,4,                 -  ,8,7,1,110,                 -  ,27,2,6,280,100,                 -  ,5,85,2,                 -  ,                 -  ,46,                 -  ,1,                 -  ,3,                 -  ,                 -  ,"22,269",                 -  ,1,396,                 -  ,                 -  ,38,6,3,400,19,3,54,14
February,2016,Monaghan,15,                 -  ,                 -  ,                 -  ,                 -  ,22,12,46,1,1,                 -  ,187,                 -  ,32,7,                 -  ,8,2,1,6,3,                 -  ,38,19,32,                 -  ,                 -  ,                 -  ,"3,331",12,                 -  ,1,6,8,                 -  ,333,53,                 -  ,1,                 -  ,14,3,146,18,5,                 -  ,375,30,5,4,                 -  ,8,7,1,128,                 -  ,27,2,6,280,99,                 -  ,4,95,3,                 -  ,                 -  
March,2016,Monaghan,46,                 -  ,1,                 -  ,3,                 -  ,                 -  ,"22,476",                 -  ,                 -  ,                 -  ,                 -  ,1,                 -  ,421,                 -  ,                 -  ,39,6,3,388,16,3,57,14,16,1,                  -  ,                  -  ,                  -  ,22,11,48,1,1,                  -  ,182,                  -  ,34,6,                  -  ,8,2,1,6,3,                  -  ,37,20,31,                  -  ,                  -  ,                  -  ,"3,328",12,                  -  ,1,6,10,                  -  ,341,51,                  -  ,1,                  -  ,15,3
April,2016,Monaghan,145,18,5,                  -  ,371,30,4,4,                  -  ,7,7,1,135,                  -  ,                  -  ,27,2,6,278,98,                  -  ,3,                  -  ,101,3,1,                  -  ,49,                  -  ,1,                  -  ,2,                  -  ,                  -  ,"22,185",                  -  ,                  -  ,                  -  ,                  -  ,2,                  -  ,431,                  -  ,                  -  ,42,6,4,385,16,3,58,15,16,1,                 -  ,1,                 -  ,23,11,47,1,1,                 -  ,178,                 -  ,36,6
May,2016,Monaghan,                 -  ,8,2,1,3,3,                 -  ,32,38,20,                 -  ,                 -  ,                 -  ,"3,285",11,                 -  ,1,6,10,                 -  ,341,51,1,                 -  ,3,15,143,18,                 -  ,5,                 -  ,368,30,4,4,                 -  ,7,7,1,143,1,                 -  ,27,2,6,280,96,                 -  ,3,                 -  ,104,3,1,                 -  ,50,                 -  ,1,                 -  ,2,                 -  ,                 -  ,"21,699",                 -  ,                 -  ,                 -  ,                 -  ,                 -  
June,2016,Monaghan,3,                 -  ,456,                 -  ,                 -  ,42,6,4,380,15,3,59,15,17,2,                  -  ,1,                  -  ,22,10,48,1,1,                  -  ,174,                  -  ,38,2,                  -  ,9,2,1,3,3,                  -  ,31,36,20,                  -  ,                  -  ,                  -  ,"3,279",11,                  -  ,1,6,10,                  -  ,340,53,1,                  -  ,3,15,140,17,                  -  ,5,                  -  ,367,29,3,4,                  -  ,7,7,1
July,2016,Monaghan,148,1,                  -  ,27,2,5,284,94,                  -  ,2,                  -  ,107,3,1,                  -  ,50,                  -  ,1,                  -  ,2,                  -  ,                  -  ,"21,414",                  -  ,                  -  ,2,                  -  ,                  -  ,3,                  -  ,468,                  -  ,                  -  ,41,6,4,373,15,3,60,15,16,2,                 -  ,1,                 -  ,22,8,47,1,1,                 -  ,173,                 -  ,38,   ,,,,,,,,,,,
August,2016,Monaghan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,2016,Monaghan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,2016,Monaghan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,2016,Monaghan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,2016,Monaghan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,2014,Offaly,3,2,2,118,5,,28,1,7,3,,12,,1,85,5,1,2,2,,1,,,18,21,9,,,,"1,211",5,,,,,239,15,,,1,3,27,2,,1,,120,20,2,,,5,5,,5,14,23,32,271,8,25,23,,,"7,724",,21
February,2014,Offaly,5,2,2,133,5,1,31,2,8,3,,13,,1,85,4,2,2,2,,1,,,20,23,9,,,,"1,239",7,,,,,241,14,,,1,3,25,1,,1,,118,19,2,,,6,5,,5,12,19,33,258,8,23,22,,,"7,837",,24
March,2014,Offaly,16,2,2,153,6,,47,3,8,,,1,,,103,,,,3,,,1,,13,19,4,,1,,"1,049",8,1,,1,,137,12,,,2,1,19,5,,1,,50,6,1,,,4,8,,1,6,7,16,218,10,8,13,,2,"9,005",,14
April,2014,Offaly,16,2,2,173,6,1,59,4,9,1,            -  ,3,,,103,,,,3,,,1,,15,21,4,,1,,"1,074",9,1,,1,,143,12,,,3,1,18,5,,1,,48,7,1,,,3,8,,3,6,7,19,198,8,8,14,,2,"9,202",,14
May,2014,Offaly,17,2,2,186,6,1,63,4,9,1,            -  ,4,,,101,            -  ,,            -  ,3,,,1,,16,24,4,,1,,"1,074",9,1,            -  ,1,,146,10,,,3,1,19,5,,1,,48,7,1,,,3,9,,4,5,6,20,180,7,8,14,,2,"9,237",,13
June,2014,Offaly,19,2,2,202,6,1,66,4,9,1,            -  ,4,,            -  ,98,            -  ,,            -  ,3,,,1,,16,29,4,,1,,"1,067",9,1,            -  ,1,,146,11,,,2,1,19,5,,1,,46,6,1,,,3,8,,4,5,6,21,164,,7,7,14,,2,"9,357",
July,2014,Offaly,13,19,2,2,214,6,1,71,4,9,1,,4,,,96,,,,3,,,1,,15,28,4,,,1,"1,066",9,1,,1,,145,11,,,2,1,19,5,,1,,47,6,1,,,3,7,,3,4,5,25,156,7,7,14,,2,"9,307",
August,2014,Offaly,16,19,2,2,222,6,1,74,4,9,1,        -  ,4,,        -  ,94,1,,,3,,,1,,17,30,4,,,1,"1,071",10,1,        -  ,1,,147,11,,,2,1,19,5,,1,,46,6,1,,,3,7,,4,4,4,28,150,7,7,14,,2,"9,297",
September,2014,Offaly,17,19,2,2,241,6,7,78,4,10,6,            -  ,16,,,95,18,            -  ,            -  ,3,,            -  ,1,,19,30,8,            -  ,1,            -  ,"1,103",11,1,,1,            -  ,154,11,,,2,            -  ,19,4,,1,,50,5,3,,,3,7,,31,4,4,110,153,8,9,13,            -  ,6,"9,170",            -  
October,2014,Offaly,79,20,2,2,254,6,1,88,5,12,8,,16,,,97,21,,1,3,,,1,,20,35,9,,1,,"1,129",12,1,,2,,163,11,,,2,,20,3,,1,,47,5,5,,,4,7,,2,28,4,6,116,151,8,10,,2,13,
November,2014,Offaly,8,"9,074",,84,,,19,2,2,258,6,1,91,6,12,8,,17,,,,97,21,,,1,3,,,2,,20,36,9,,1,,"1,143",11,1,,2,,160,11,,,1,,21,3,,,,47,5,5,,,3,6,,4,26,4,6,117
December,2014,Offaly,146,8,9,4,,,14,1,8,"9,017",,91,,,19,2,2,285,6,1,102,7,13,8,,17,,,,93,,20,1,,1,3,,,4,,21,37,9,,1,,"1,162",11,1,,1,,,153,11,,,1,,19,3,,,,45,5,5
January,2014,Offaly,,,2,6,,9,25,3,5,118,120,7,7,8,,,,14,1,,8,"8,654",,108,,,,18,2,2,291,6,1,104,8,13,7,,16,,,,96,,19,1,,1,3,,,4,,22,39,9,,1,,"1,190",10,1,,1,,,156
February,2015,Offaly,11,61,,,1,,18,3,,,,46,5,6,,,2,6,,11,26,3,3,118,111,7,7,12,,,,14,1,,8,"8,671",,118,,,,18,2,2,307,6,1,111,8,13,5,,15,,,,91,,17,1,,2,3,,,4,
March,2015,Offaly,23,39,10,,1,,"1,186",9,1,,1,1,,156,12,5,,,1,,18,2,,,,47,5,5,,,3,6,,18,,27,2,3,116,77,7,6,14,,2,,13,1,,8,"8,552",,122,,,,17,3,2,327,7,1,119,9,14,5,
April,2015,Offaly,16,,,,88,,15,1,,2,4,,,4,,25,41,13,,1,,"1,185",8,1,1,1,1,,158,13,69,,,1,,18,2,,,,50,4,5,,,3,6,,23,,29,,2,111,49,5,5,14,1,2,,13,1,,,9,"8,374"
May,2015,Offaly,,139,,,,17,3,2,331,7,1,122,9,14,5,,15,,,,85,,15,1,,2,5,,,4,,23,38,13,,1,,"1,164",9,1,1,1,1,,155,13,64,7,,,1,,19,1,,,,51,4,5,,,3,6,,25,
June,2015,Offaly,24,,1,103,43,5,4,15,1,,,13,1,,,10,,"8,332",,143,,,,18,3,2,342,7,1,122,9,14,5,,15,,,,84,,15,1,,2,5,,,4,,23,37,13,,,,"1,166",9,1,1,1,2,,164,14,,,1
July,2015,Offaly,,19,1,,,,53,4,5,,,3,6,,30,,24,,1,106,40,5,4,20,2,,,11,1,,,12,,,"8,368",,158,,,,17,3,2,351,7,1,126,10,15,3,,13,,,,82,,14,1,,2,5,,,4,,26
August,2015,Offaly,39,12,,,,"1,165",10,1,1,1,2,,162,14,,,1,,20,1,,,,55,4,7,,,3,6,,35,,25,,,109,38,5,4,22,2,,,11,1,,,12,,,"8,138",,,167,,,,19,1,2,126,2,1,24,3,15
September,2015,Offaly,3,6,15,                  -  ,                  -  ,                  -  ,83,                  -  ,32,                  -  ,                  -  ,1,2,2,1,7,                  -  ,25,7,32,                  -  ,                  -  ,                  -  ,822,10,2,                  -  ,                  -  ,                  -  ,                  -  ,106,57,                  -  ,                  -  ,7,1,2,23,1,1,1,80,28,4,                  -  ,1,2,1,                  -  ,16,                  -  ,3,                  -  ,2,113,28,1,3,24,2,                  -  ,                  -  ,8,                  -  ,                  -  ,                  -  ,2
October,2015,Offaly,                  -  ,                  -  ,"6,237",                  -  ,                  -  ,76,                  -  ,                  -  ,20,1,2,125,2,1,23,1,15,3,6,15,                  -  ,                  -  ,                  -  ,84,                  -  ,30,                  -  ,                  -  ,1,2,2,1,7,                  -  ,26,8,31,                  -  ,                  -  ,                  -  ,834,10,2,                  -  ,                  -  ,                  -  ,                  -  ,108,58,                  -  ,                  -  ,7,1,2,24,1,1,1,80,29,4,                  -  ,1,2,2,                  -  ,18
November,2015,Offaly,                  -  ,3,                  -  ,2,115,28,1,3,27,2,                  -  ,                  -  ,8,1,                  -  ,                  -  ,3,                  -  ,                  -  ,"6,494",                  -  ,                  -  ,79,                  -  ,                  -  ,20,1,2,122,2,1,23,1,14,4,6,14,         -  ,         -  ,         -  ,86,         -  ,28,         -  ,         -  ,1,2,2,1,7,         -  ,27,7,30,         -  ,         -  ,         -  ,851,10,2,         -  ,         -  ,         -  ,         -  ,108,58,         -  
December,2015,Offaly,         -  ,5,1,         -  ,22,1,2,1,79,30,4,         -  ,1,2,2,         -  ,22,         -  ,3,         -  ,2,127,28,1,3,27,2,         -  ,         -  ,8,1,         -  ,         -  ,3,         -  ,         -  ,"6,586",         -  ,         -  ,83,         -  ,         -  ,21,1,2,118,2,1,22,1,15,4,6,13,                 -  ,                 -  ,                 -  ,88,                 -  ,28,                 -  ,                 -  ,1,2,2,1,6
January,2016,Offaly,                 -  ,27,7,30,                 -  ,                 -  ,                 -  ,858,10,2,                 -  ,                 -  ,1,                 -  ,110,58,                 -  ,                 -  ,3,1,                 -  ,24,1,1,1,77,31,4,                 -  ,1,3,2,                 -  ,22,                 -  ,3,                 -  ,2,127,28,1,3,28,2,                 -  ,                 -  ,10,1,                 -  ,                 -  ,3,                 -  ,                 -  ,"6,674",                 -  ,                 -  ,87,                 -  ,                 -  ,23,1,2,116,2,1,20,1
February,2016,Offaly,15,                 -  ,                 -  ,                 -  ,                 -  ,4,4,13,                 -  ,                 -  ,                 -  ,90,                 -  ,27,                 -  ,                 -  ,1,2,2,1,6,                 -  ,27,8,29,                 -  ,                 -  ,                 -  ,867,9,4,                 -  ,                 -  ,1,                 -  ,116,59,                 -  ,                 -  ,3,1,                 -  ,26,1,1,1,76,31,4,                 -  ,1,3,2,                 -  ,24,                 -  ,3,                 -  ,2,134,27,1,3,29,4,                 -  ,                 -  
March,2016,Offaly,11,1,                 -  ,                 -  ,3,                 -  ,                 -  ,"6,829",                 -  ,                 -  ,                 -  ,                 -  ,                 -  ,                 -  ,90,                 -  ,                 -  ,23,1,2,111,2,1,19,1,15,1,1,1,         -  ,6,4,13,         -  ,         -  ,         -  ,89,         -  ,26,         -  ,         -  ,2,1,1,1,3,         -  ,29,8,29,         -  ,         -  ,         -  ,880,9,3,         -  ,         -  ,1,         -  ,120,59,         -  ,         -  ,2,1,         -  
April,2016,Offaly,26,1,1,1,77,31,4,         -  ,1,3,2,         -  ,25,         -  ,         -  ,3,         -  ,2,137,26,1,3,         -  ,29,3,         -  ,         -  ,11,1,         -  ,         -  ,3,         -  ,         -  ,"6,863",         -  ,         -  ,         -  ,         -  ,         -  ,         -  ,90,         -  ,         -  ,23,1,2,108,2,1,18,2,14,1,1,1,                 -  ,7,4,14,                 -  ,                 -  ,                 -  ,87,                 -  ,26,                 -  
May,2016,Offaly,                 -  ,2,1,1,1,3,                 -  ,29,28,8,                 -  ,                 -  ,                 -  ,885,9,3,                 -  ,                 -  ,1,                 -  ,121,60,                 -  ,2,                 -  ,                 -  ,26,1,                 -  ,1,1,76,32,4,                 -  ,1,3,2,                 -  ,26,                 -  ,                 -  ,3,                 -  ,2,140,27,1,3,                 -  ,33,3,                 -  ,                 -  ,11,1,                 -  ,                 -  ,3,                 -  ,                 -  ,"6,952",                 -  ,                 -  ,                 -  ,                 -  ,                 -  
June,2016,Offaly,                 -  ,                 -  ,92,                 -  ,                 -  ,23,1,2,101,2,1,18,2,14,1,1,1,         -  ,7,4,15,         -  ,         -  ,         -  ,86,         -  ,27,         -  ,         -  ,2,1,1,1,3,         -  ,30,28,9,         -  ,         -  ,         -  ,887,9,3,         -  ,         -  ,1,         -  ,131,61,         -  ,2,         -  ,         -  ,25,1,         -  ,1,1,74,33,4,         -  ,1,3,2,         -  
July,2016,Offaly,26,         -  ,         -  ,3,         -  ,2,139,27,1,3,         -  ,32,3,         -  ,         -  ,11,1,         -  ,         -  ,3,         -  ,         -  ,"6,942",         -  ,         -  ,         -  ,         -  ,         -  ,         -  ,         -  ,94,         -  ,         -  ,22,1,2,98,2,1,19,2,15,1,1,1,                 -  ,7,4,16,                 -  ,                 -  ,                 -  ,85,                 -  ,27,                 -  ,                 -  ,2,1,1,1,3,                 -  ,27,29,9,                 -  
August,2016,Offaly,                 -  ,                 -  ,897,8,3,                 -  ,                 -  ,1,                 -  ,133,60,                 -  ,2,                 -  ,                 -  ,25,1,                 -  ,1,1,75,34,4,                 -  ,1,3,2,                 -  ,27,                 -  ,                 -  ,3,                 -  ,2,136,27,1,3,                 -  ,33,4,                 -  ,                 -  ,11,1,                 -  ,                 -  ,3,                 -  ,                 -  ,"6,963",                 -  ,                 -  ,                 -  ,                 -  ,                 -  ,                 -  ,                 -  ,92,        ,,,,,,,
September,2016,Offaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,2016,Offaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,2016,Offaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,2016,Offaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,2014,Roscommon,11,2,2,114,6,,30,2,7,,,,,,94,,,1,2,,,1,,8,13,4,,1,,989,8,1,,1,,130,11,,,2,2,18,6,,1,,53,6,1,,,4,8,,1,8,7,10,252,13,9,12,,1,"8,842",,11
February,2014,Roscommon,12,2,2,133,6,,37,2,8,,,,,,101,,,1,3,,,1,,11,15,4,,1,,"1,016",8,1,,1,,134,10,,,2,2,18,5,,1,,56,6,1,,,4,8,,2,8,7,12,236,13,8,12,,2,"9,025",,14
March,2014,Roscommon,11,2,1,48,2,,4,3,2,5,1,5,,,94,3,,,,,,,,3,8,4,,,,720,9,,,1,,103,13,,1,4,7,24,6,,,,103,11,1,,,1,2,,3,3,10,22,154,3,9,13,,,"8,692",,11
April,2014,Roscommon,12,2,1,56,2,,5,3,3,5,1,5,,,93,4,,,,,,,,5,9,4,,,,702,8,,,1,,103,12,,1,4,7,26,6,,,,100,10,1,1,,1,2,,3,2,10,24,140,3,9,12,,,"8,649",,12
May,2014,Roscommon,13,2,1,62,2,,6,3,3,5,1,5,,,94,4,,            -  ,            -  ,,,,,5,9,4,,,,688,8,,            -  ,1,,106,11,,1,4,7,26,5,,,,100,10,1,1,,1,2,,3,2,9,25,129,3,9,11,,            -  ,"8,775",,9
June,2014,Roscommon,13,2,1,64,2,,7,3,4,5,1,5,,            -  ,94,4,,            -  ,            -  ,,,1,,5,9,4,,,,698,8,,            -  ,1,,109,11,,,4,6,27,6,,,,98,10,2,1,,1,2,,3,2,9,25,118,1,3,9,11,,,"8,831",
July,2014,Roscommon,9,13,2,1,66,2,,7,3,4,,,1,,,89,4,,,,,,1,,5,9,4,,,,688,9,,,1,,104,10,,,4,5,26,5,,,,97,9,2,1,,1,1,,3,1,8,17,103,3,7,11,,,"8,701",
August,2014,Roscommon,5,13,2,1,70,2,,8,4,4,           -  ,           -  ,1,,           -  ,88,4,,,           -  ,,,1,,9,9,4,,,,691,9,,           -  ,1,,104,10,,,3,5,27,5,,,,96,7,2,1,,1,1,,3,1,8,18,99,3,6,11,,,"8,715",
September,2014,Roscommon,8,13,2,1,78,2,2,11,4,4,1,            -  ,23,,,90,24,            -  ,            -  ,            -  ,,            -  ,1,,10,12,5,            -  ,,            -  ,713,8,            -  ,,1,            -  ,107,9,,,3,5,27,4,,            -  ,,100,8,2,1,,1,1,,6,            -  ,8,103,104,3,6,11,            -  ,1,"8,851",            -  
October,2014,Roscommon,44,14,2,1,88,2,,12,4,5,2,,22,,,90,23,,,,,,1,,10,15,6,,,,707,8,,,1,,108,9,,,3,5,26,4,,,,97,8,2,1,,1,1,,1,5,,8,99,96,3,3,,,9,
November,2014,Roscommon,1,"8,841",,48,,,14,2,1,92,2,,12,4,5,2,,22,,,,89,24,,,,,,,1,,10,15,6,,,,702,8,,,1,,112,8,,,3,5,24,4,,,,97,8,3,1,,3,1,,1,5,,8,96
December,2014,Roscommon,93,3,3,,,,10,,1,"8,782",,54,,,15,1,1,99,2,,12,4,7,2,,23,,,,83,,23,,,,,,,1,,10,17,6,,,,692,8,,,1,,,105,7,,,2,4,28,4,,,,92,8,3
